Incident Datetime;Incident Date;Incident Time;Incident Day of Week;Report Datetime;Incident Category;Resolution;Police District ;Analysis Neighborhood;Latitude;Longitude
24/03/2023 23:00;24/03/2023;23:00;Friday;25/03/2023 10:49;Burglary;Open or Active;Richmond;Inner Richmond;37.786768049151476;-122.46254655682297
24/03/2023 18:40;24/03/2023;18:40;Friday;25/03/2023 12:41;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.77708785897418;-122.46722040513241
26/03/2023 12:10;26/03/2023;12:10;Sunday;26/03/2023 12:20;Non-Criminal;Open or Active;Richmond;Inner Richmond;37.786437146284236;-122.47004374790436
01/10/2023 06:00;01/10/2023;06:00;Sunday;01/10/2023 07:29;Motor Vehicle Theft;Open or Active;Richmond;Inner Richmond;37.7812134768322;-122.45999965931139
01/10/2023 06:00;01/10/2023;06:00;Sunday;01/10/2023 07:29;Burglary;Open or Active;Richmond;Inner Richmond;37.7812134768322;-122.45999965931139
27/03/2022 18:30;27/03/2022;18:30;Sunday;27/03/2023 18:45;Non-Criminal;Open or Active;Richmond;Inner Richmond;37.786627326475184;-122.46576034051692
24/03/2021 16:30;24/03/2021;16:30;Wednesday;27/03/2023 06:44;Burglary;Open or Active;Richmond;Inner Richmond;37.77694147041582;-122.47043296591076
27/03/2023 10:30;27/03/2023;10:30;Monday;27/03/2023 16:25;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.773351104022396;-122.46695171133629
01/10/2023 14:10;01/10/2023;14:10;Sunday;01/10/2023 18:35;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.7829399329451;-122.46442502609422
01/10/2023 06:00;01/10/2023;06:00;Sunday;01/10/2023 09:14;Motor Vehicle Theft;Open or Active;Richmond;Inner Richmond;37.7812134768322;-122.45999965931139
03/05/2024 04:00;03/05/2024;04:00;Friday;03/05/2024 09:22;Burglary;Open or Active;Richmond;Inner Richmond;37.784908294677734;-122.46241760253906
27/03/2023 14:15;27/03/2023;14:15;Monday;28/03/2023 20:10;Burglary;Open or Active;Richmond;Inner Richmond;37.78653345350035;-122.46789846015787
28/03/2023 05:04;28/03/2023;05:04;Tuesday;28/03/2023 05:04;Malicious Mischief;Open or Active;Richmond;Inner Richmond;37.78101892065425;-122.46427917113807
27/03/2023 17:00;27/03/2023;17:00;Monday;28/03/2023 11:14;Larceny Theft;Open or Active;Richmond;Inner Richmond;37.7829399329451;-122.46442502609422
25/03/2023 14:00;25/03/2023;14:00;Saturday;28/03/2023 17:34;Malicious Mischief;Open or Active;Richmond;Inner Richmond;37.78313648723007;-122.46013720023512
28/03/2023 13:13;28/03/2023;13:13;Tuesday;28/03/2023 13:24;Non-Criminal;Open or Active;Richmond;Inner Richmond;37.78656813474089;-122.46683033625
27/03/2023 18:30;27/03/2023;18:30;Monday;28/03/2023 12:25;Lost Property;Open or Active;Richmond;Inner Richmond;37.78303833763175;-122.46227876714518
03/05/2024 10:35;03/05/2024;10:35;Friday;03/05/2024 11:50;Miscellaneous Investigation;Open or Active;Richmond;Inner Richmond;37.78318786621094;-122.45899963378906
21/01/2022 10:29;21/01/2022;10:29;Friday;21/01/2022 10:34;Non-Criminal;Open or Active;Park;Inner Sunset;37.76422483691618;-122.46203054225813
29/09/2023 15:00;29/09/2023;15:00;Friday;29/09/2023 15:22;Other Miscellaneous;Cite or Arrest Adult;Taraval;Inner Sunset;37.759045512324406;-122.47196212238327
29/09/2023 15:50;29/09/2023;15:50;Friday;29/09/2023 15:56;Warrant;Cite or Arrest Adult;Taraval;Inner Sunset;37.758310060880405;-122.47272326177331
08/06/2022 12:00;08/06/2022;12:00;Wednesday;08/06/2022 14:52;Case Closure;Cite or Arrest Adult;Taraval;Inner Sunset;37.7659246615714;-122.46644249108988
13/06/2022 09:50;13/06/2022;09:50;Monday;13/06/2022 12:35;Case Closure;Cite or Arrest Adult;Richmond;Inner Sunset;37.765782668831136;-122.46965385001671
20/03/2023 19:00;20/03/2023;19:00;Monday;20/03/2023 22:50;Larceny Theft;Open or Active;Taraval;Inner Sunset;37.76217504095573;-122.46618055550606
22/02/2023 16:00;22/02/2023;16:00;Wednesday;23/03/2023 14:34;Motor Vehicle Theft;Open or Active;Taraval;Inner Sunset;37.75662969537705;-122.46472068685097
20/03/2023 17:00;20/03/2023;17:00;Monday;23/03/2023 19:00;Burglary;Open or Active;Taraval;Inner Sunset;37.748836266858895;-122.47174916523555
21/02/2023 06:00;21/02/2023;06:00;Tuesday;21/02/2023 09:31;Larceny Theft;Open or Active;Taraval;Inner Sunset;37.76193988484745;-122.47153760947498
21/10/2022 17:00;21/10/2022;17:00;Friday;15/11/2022 15:43;Larceny Theft;Open or Active;Park;Inner Sunset;37.759735782954465;-122.46279190105041
16/03/2023 19:00;16/03/2023;19:00;Thursday;20/03/2023 10:06;Larceny Theft;Open or Active;Taraval;Inner Sunset;37.76193988484745;-122.47153760947498
22/03/2023 11:20;22/03/2023;11:20;Wednesday;22/03/2023 12:58;Larceny Theft;Open or Active;Richmond;Inner Sunset;37.765782668831136;-122.46965385001671
12/12/2022 06:30;12/12/2022;06:30;Monday;12/12/2022 10:50;Larceny Theft;Open or Active;Park;Inner Sunset;37.75856248834858;-122.4632259489009
09/07/2023 10:00;09/07/2023;10:00;Sunday;09/07/2023 22:30;Burglary;Open or Active;Park;Inner Sunset;37.76544285330579;-122.4527584227774
03/09/2023 15:00;03/09/2023;15:00;Sunday;29/09/2023 14:20;Burglary;Open or Active;Taraval;Inner Sunset;37.758303992249104;-122.46913102169323
29/09/2023 14:15;29/09/2023;14:15;Friday;29/09/2023 14:15;Other Miscellaneous;Cite or Arrest Adult;Park;Inner Sunset;37.764932460539306;-122.4567590086166
13/06/2022 09:50;13/06/2022;09:50;Monday;13/06/2022 12:35;Larceny Theft;Cite or Arrest Adult;Richmond;Inner Sunset;37.765782668831136;-122.46965385001671
27/09/2023 14:20;27/09/2023;14:20;Wednesday;29/09/2023 13:04;Larceny Theft;Open or Active;Park;Inner Sunset;37.76535415042305;-122.45775613425648
29/09/2023 14:15;29/09/2023;14:15;Friday;29/09/2023 14:15;Traffic Collision;Cite or Arrest Adult;Park;Inner Sunset;37.764932460539306;-122.4567590086166
08/06/2022 12:00;08/06/2022;12:00;Wednesday;08/06/2022 14:52;Larceny Theft;Cite or Arrest Adult;Taraval;Inner Sunset;37.7659246615714;-122.46644249108988
24/03/2023 04:49;24/03/2023;04:49;Friday;24/03/2023 04:53;Larceny Theft;Open or Active;Taraval;Inner Sunset;37.75256981724977;-122.4720075757696
24/03/2023 09:30;24/03/2023;09:30;Friday;24/03/2023 09:35;Non-Criminal;Open or Active;Taraval;Inner Sunset;37.75424218713012;-122.4764235231118
22/03/2023 10:30;22/03/2023;10:30;Wednesday;22/03/2023 12:13;Larceny Theft;Open or Active;Out of SF;Inner Sunset;37.7659246615714;-122.46644249108988
02/05/2024 11:40;02/05/2024;11:40;Thursday;02/05/2024 11:46;Assault;Open or Active;Park;Inner Sunset;37.76226806640625;-122.46404266357422
02/05/2023 11:00;02/05/2023;11:00;Tuesday;02/05/2024 12:21;Fraud;Open or Active;Taraval;Inner Sunset;37.765594482421875;-122.47404479980469
29/04/2024 03:00;29/04/2024;03:00;Monday;29/04/2024 11:42;Larceny Theft;Open or Active;Park;Inner Sunset;37.76523208618164;-122.45440673828125
02/05/2024 11:40;02/05/2024;11:40;Thursday;02/05/2024 11:46;Disorderly Conduct;Open or Active;Park;Inner Sunset;37.76226806640625;-122.46404266357422
02/05/2024 11:40;02/05/2024;11:40;Thursday;02/05/2024 11:46;Weapons Carrying Etc;Open or Active;Park;Inner Sunset;37.76226806640625;-122.46404266357422
30/09/2023 11:45;30/09/2023;11:45;Saturday;30/09/2023 14:35;Malicious Mischief;Open or Active;Richmond;Inner Sunset;37.7661099222075;-122.46216212189925
27/09/2023 11:00;27/09/2023;11:00;Wednesday;30/09/2023 13:15;Larceny Theft;Open or Active;Taraval;Inner Sunset;37.75454867595891;-122.46920956133289
26/09/2023 05:00;26/09/2023;05:00;Tuesday;26/09/2023 19:43;Larceny Theft;Open or Active;Park;Inner Sunset;37.75831569646204;-122.45315508045707
19/03/2023 02:15;19/03/2023;02:15;Sunday;24/03/2023 13:52;Larceny Theft;Open or Active;Park;Inner Sunset;37.76317870043202;-122.45494608222147
15/02/2023 03:00;15/02/2023;03:00;Wednesday;23/03/2023 17:02;Larceny Theft;Open or Active;Taraval;Inner Sunset;37.76360876083487;-122.47605438021377
25/03/2023 00:00;25/03/2023;00:00;Saturday;25/03/2023 17:16;Larceny Theft;Open or Active;Taraval;Inner Sunset;37.76203410664791;-122.46939182734947
26/03/2022 16:30;26/03/2022;16:30;Saturday;26/03/2023 17:07;Assault;Open or Active;Richmond;Inner Sunset;37.7659246615714;-122.46644249108988
25/03/2023 10:00;25/03/2023;10:00;Saturday;25/03/2023 12:08;Non-Criminal;Open or Active;Taraval;Inner Sunset;37.76035845968295;-122.46498105549051
22/03/2023 21:00;22/03/2023;21:00;Wednesday;25/03/2023 14:19;Motor Vehicle Theft;Open or Active;Taraval;Inner Sunset;37.75424218713012;-122.4764235231118
24/03/2023 14:00;24/03/2023;14:00;Friday;25/03/2023 08:30;Larceny Theft;Open or Active;Taraval;Inner Sunset;37.75242394686053;-122.47527642310335
24/03/2023 16:22;24/03/2023;16:22;Friday;24/03/2023 18:49;Larceny Theft;Open or Active;Taraval;Inner Sunset;37.762127977892575;-122.4672531424321
30/09/2023 14:52;30/09/2023;14:52;Saturday;01/10/2023 09:37;Assault;Open or Active;Taraval;Inner Sunset;37.75424218713012;-122.4764235231118
09/06/2023 22:03;09/06/2023;22:03;Friday;28/06/2023 10:08;Larceny Theft;Open or Active;Taraval;Inner Sunset;37.76408377666852;-122.46524489663481
26/03/2023 15:00;26/03/2023;15:00;Sunday;27/03/2023 12:36;Larceny Theft;Open or Active;Park;Inner Sunset;37.75856248834858;-122.4632259489009
24/03/2023 17:00;24/03/2023;17:00;Friday;27/03/2023 15:59;Motor Vehicle Theft;Open or Active;Taraval;Inner Sunset;37.76408377666852;-122.46524489663481
27/03/2023 15:37;27/03/2023;15:37;Monday;27/03/2023 19:15;Larceny Theft;Open or Active;Taraval;Inner Sunset;37.76398988830774;-122.46738323260516
26/03/2023 17:43;26/03/2023;17:43;Sunday;27/03/2023 13:32;Burglary;Open or Active;Taraval;Inner Sunset;37.748836266858895;-122.47174916523555
26/03/2023 20:00;26/03/2023;20:00;Sunday;27/03/2023 00:45;Other;Open or Active;Taraval;Inner Sunset;37.75653399836308;-122.46686233527545
29/11/2023 13:00;29/11/2023;13:00;Wednesday;29/11/2023 15:16;Larceny Theft;Open or Active;Richmond;Inner Sunset;37.7659246615714;-122.46644249108988
15/04/2024 08:00;15/04/2024;08:00;Monday;02/05/2024 09:05;Larceny Theft;Open or Active;Taraval;Inner Sunset;37.75988006591797;-122.47579956054688
02/05/2024 22:35;02/05/2024;22:35;Thursday;02/05/2024 22:39;Non-Criminal;Open or Active;Taraval;Inner Sunset;37.76380157470703;-122.47166442871094
14/10/2021 20:00;14/10/2021;20:00;Thursday;15/10/2021 00:00;Lost Property;Open or Active;Northern;Japantown;37.78556384617361;-122.42978259351794
27/12/2021 14:30;27/12/2021;14:30;Monday;28/12/2021 08:51;Non-Criminal;Open or Active;Northern;Japantown;37.78482668479605;-122.44318255363099
21/03/2022 18:00;21/03/2022;18:00;Monday;21/03/2022 21:43;Larceny Theft;Open or Active;Northern;Japantown;37.78619642719614;-122.42485842366148
08/06/2022 07:55;08/06/2022;07:55;Wednesday;08/06/2022 07:58;Assault;Cite or Arrest Adult;Northern;Japantown;37.78556384617361;-122.42978259351794
23/03/2023 18:30;23/03/2023;18:30;Thursday;23/03/2023 21:06;Other Miscellaneous;Open or Active;Northern;Japantown;37.786246576578144;-122.42824149689217
23/03/2023 18:30;23/03/2023;18:30;Thursday;23/03/2023 21:06;Larceny Theft;Open or Active;Northern;Japantown;37.786246576578144;-122.42824149689217
23/03/2023 08:22;23/03/2023;08:22;Thursday;23/03/2023 11:34;Larceny Theft;Open or Active;Northern;Japantown;37.78330848665904;-122.43948038238113
16/11/2022 19:30;16/11/2022;19:30;Wednesday;17/11/2022 12:04;Malicious Mischief;Open or Active;Northern;Japantown;37.78556384617361;-122.42978259351794
10/07/2023 10:11;10/07/2023;10:11;Monday;10/07/2023 10:30;Malicious Mischief;Cite or Arrest Adult;Northern;Japantown;37.78556384617361;-122.42978259351794
28/09/2023 09:55;28/09/2023;09:55;Thursday;28/09/2023 23:40;Non-Criminal;Open or Active;Northern;Japantown;37.786303961936724;-122.43155202553075
28/09/2023 09:55;28/09/2023;09:55;Thursday;28/09/2023 23:40;Other Miscellaneous;Open or Active;Northern;Japantown;37.786303961936724;-122.43155202553075
02/05/2024 02:00;02/05/2024;02:00;Thursday;02/05/2024 02:12;Assault;Cite or Arrest Adult;Northern;Japantown;37.78556442260742;-122.42977905273438
02/05/2024 02:00;02/05/2024;02:00;Thursday;02/05/2024 02:12;Assault;Cite or Arrest Adult;Northern;Japantown;37.78556442260742;-122.42977905273438
02/05/2024 02:00;02/05/2024;02:00;Thursday;02/05/2024 02:12;Other Miscellaneous;Cite or Arrest Adult;Northern;Japantown;37.78556442260742;-122.42977905273438
23/09/2023 02:08;23/09/2023;02:08;Saturday;30/09/2023 02:12;Weapons Offense;Open or Active;Northern;Japantown;37.78441250450256;-122.4337754470274
23/09/2023 02:08;23/09/2023;02:08;Saturday;30/09/2023 02:12;Other Miscellaneous;Open or Active;Northern;Japantown;37.78441250450256;-122.4337754470274
29/09/2023 23:57;29/09/2023;23:57;Friday;29/09/2023 23:57;Other Miscellaneous;Open or Active;Northern;Japantown;37.78515093922473;-122.43308339913544
23/03/2023 21:30;23/03/2023;21:30;Thursday;24/03/2023 17:46;Larceny Theft;Open or Active;Northern;Japantown;37.78537264618818;-122.43136639807875
19/03/2023 12:00;19/03/2023;12:00;Sunday;21/03/2023 13:33;Larceny Theft;Open or Active;Northern;Japantown;37.786246576578144;-122.42824149689217
23/03/2023 17:31;23/03/2023;17:31;Thursday;23/03/2023 19:44;Larceny Theft;Open or Active;Northern;Japantown;37.786246576578144;-122.42824149689217
23/03/2023 19:00;23/03/2023;19:00;Thursday;24/03/2023 18:25;Lost Property;Open or Active;Northern;Japantown;37.78515093922473;-122.43308339913544
06/03/2023 14:00;06/03/2023;14:00;Monday;22/03/2023 11:19;Lost Property;Open or Active;Northern;Japantown;37.78556384617361;-122.42978259351794
27/10/2021 12:45;27/10/2021;12:45;Wednesday;27/10/2021 18:31;Larceny Theft;Open or Active;Taraval;Lakeshore;37.72694991292525;-122.47603947349434
12/02/2022 20:30;12/02/2022;20:30;Saturday;12/02/2022 20:59;Non-Criminal;Open or Active;Taraval;Lakeshore;37.72694991292525;-122.47603947349434
01/05/2024 16:48;01/05/2024;16:48;Wednesday;01/05/2024 17:04;Assault;Cite or Arrest Adult;Taraval;Lakeshore;37.73011779785156;-122.47593688964844
27/09/2023 17:00;27/09/2023;17:00;Wednesday;28/09/2023 14:15;Motor Vehicle Theft;Open or Active;Taraval;Lakeshore;37.71501138834774;-122.47299095912123
17/03/2023 09:00;17/03/2023;09:00;Friday;20/03/2023 18:22;Malicious Mischief;Open or Active;Taraval;Lakeshore;37.715490873206214;-122.48331422029204
21/03/2023 09:00;21/03/2023;09:00;Tuesday;22/03/2023 09:47;Larceny Theft;Open or Active;Taraval;Lakeshore;37.71979339892588;-122.48305889460855
18/03/2023 08:00;18/03/2023;08:00;Saturday;22/03/2023 12:04;Burglary;Open or Active;Taraval;Lakeshore;37.71905643663192;-122.48142396348878
20/03/2023 18:30;20/03/2023;18:30;Monday;21/03/2023 13:42;Larceny Theft;Open or Active;Taraval;Lakeshore;37.720398971160876;-122.48135379506493
21/03/2023 12:00;21/03/2023;12:00;Tuesday;22/03/2023 19:27;Larceny Theft;Open or Active;Taraval;Lakeshore;37.715490873206214;-122.48331422029204
12/12/2022 00:00;12/12/2022;00:00;Monday;23/03/2023 13:32;Offences Against The Family And Children;Open or Active;Taraval;Lakeshore;37.71501138834774;-122.47299095912123
12/12/2022 00:00;12/12/2022;00:00;Monday;23/03/2023 13:32;Malicious Mischief;Open or Active;Taraval;Lakeshore;37.71501138834774;-122.47299095912123
20/03/2023 10:53;20/03/2023;10:53;Monday;20/03/2023 18:43;Lost Property;Open or Active;Taraval;Lakeshore;37.71753059977352;-122.48154283574766
23/03/2023 08:02;23/03/2023;08:02;Thursday;23/03/2023 08:06;Motor Vehicle Theft;Open or Active;Taraval;Lakeshore;37.719109027120155;-122.48310424113126
20/03/2023 12:00;20/03/2023;12:00;Monday;21/03/2023 17:09;Larceny Theft;Open or Active;Taraval;Lakeshore;37.71979339892588;-122.48305889460855
29/09/2023 13:48;29/09/2023;13:48;Friday;29/09/2023 14:13;Larceny Theft;Open or Active;Taraval;Lakeshore;37.72694991292525;-122.47603947349434
25/09/2023 18:00;25/09/2023;18:00;Monday;29/09/2023 13:12;Larceny Theft;Open or Active;Taraval;Lakeshore;37.71501138834774;-122.47299095912123
24/03/2023 01:00;24/03/2023;01:00;Friday;24/03/2023 01:11;Malicious Mischief;Cite or Arrest Adult;Taraval;Lakeshore;37.71895555784868;-122.50022095522831
24/03/2023 13:15;24/03/2023;13:15;Friday;24/03/2023 19:15;Larceny Theft;Open or Active;Taraval;Lakeshore;37.72694991292525;-122.47603947349434
24/03/2023 01:00;24/03/2023;01:00;Friday;24/03/2023 01:11;Other Miscellaneous;Cite or Arrest Adult;Taraval;Lakeshore;37.71895555784868;-122.50022095522831
24/03/2023 00:00;24/03/2023;00:00;Friday;24/03/2023 16:45;Malicious Mischief;Open or Active;Taraval;Lakeshore;37.715490873206214;-122.48331422029204
24/03/2023 00:51;24/03/2023;00:51;Friday;24/03/2023 00:58;Burglary;Open or Active;Taraval;Lakeshore;37.72694991292525;-122.47603947349434
27/04/2024 10:57;27/04/2024;10:57;Saturday;29/04/2024 12:33;Larceny Theft;Open or Active;Taraval;Lakeshore;37.717529296875;-122.4815444946289
01/05/2024 05:30;01/05/2024;05:30;Wednesday;01/05/2024 05:44;Malicious Mischief;Open or Active;Taraval;Lakeshore;37.71741485595703;-122.47525024414062
01/05/2024 16:48;01/05/2024;16:48;Wednesday;01/05/2024 17:04;Larceny Theft;Cite or Arrest Adult;Taraval;Lakeshore;37.73011779785156;-122.47593688964844
22/03/2023 21:12;22/03/2023;21:12;Wednesday;22/03/2023 21:12;Miscellaneous Investigation;Open or Active;Richmond;Lincoln Park;37.78157729391555;-122.49451975275728
18/02/2023 10:30;18/02/2023;10:30;Saturday;18/02/2023 16:26;Larceny Theft;Open or Active;Richmond;Lincoln Park;37.781327195293386;-122.4998705718611
21/03/2023 11:00;21/03/2023;11:00;Tuesday;21/03/2023 14:43;Larceny Theft;Open or Active;Richmond;Lincoln Park;37.781327195293386;-122.4998705718611
15/07/2022 21:29;15/07/2022;21:29;Friday;15/07/2022 21:29;Robbery;Open or Active;Richmond;Lone Mountain/USF;37.78239164108496;-122.44730151526936
29/09/2023 15:45;29/09/2023;15:45;Friday;29/09/2023 18:46;Larceny Theft;Open or Active;Richmond;Lone Mountain/USF;37.78239164108496;-122.44730151526936
23/09/2023 14:00;23/09/2023;14:00;Saturday;23/09/2023 14:30;Non-Criminal;Open or Active;Park;Lone Mountain/USF;37.77517511962552;-122.45135765540239
23/03/2023 09:00;23/03/2023;09:00;Thursday;23/03/2023 12:17;Larceny Theft;Open or Active;Richmond;Lone Mountain/USF;37.782488031626265;-122.4458205129012
09/11/2022 01:36;09/11/2022;01:36;Wednesday;09/11/2022 18:06;Malicious Mischief;Open or Active;Park;Lone Mountain/USF;37.77550468658887;-122.44130006503445
23/03/2023 16:00;23/03/2023;16:00;Thursday;23/03/2023 17:20;Larceny Theft;Open or Active;Richmond;Lone Mountain/USF;37.78125705990525;-122.45885866208032
23/03/2023 09:00;23/03/2023;09:00;Thursday;23/03/2023 12:17;Malicious Mischief;Open or Active;Richmond;Lone Mountain/USF;37.782488031626265;-122.4458205129012
29/09/2023 09:28;29/09/2023;09:28;Friday;29/09/2023 09:28;Missing Person;Open or Active;Park;Lone Mountain/USF;37.77487110192353;-122.44628367521804
29/09/2023 14:00;29/09/2023;14:00;Friday;29/09/2023 14:30;Non-Criminal;Open or Active;Park;Lone Mountain/USF;37.77517511962552;-122.45135765540239
24/03/2023 09:59;24/03/2023;09:59;Friday;24/03/2023 09:59;Traffic Violation Arrest;Cite or Arrest Adult;Park;Lone Mountain/USF;37.78106951037556;-122.44751798367983
23/03/2023 17:00;23/03/2023;17:00;Thursday;24/03/2023 08:47;Burglary;Open or Active;Park;Lone Mountain/USF;37.77538994058264;-122.44970782804013
23/03/2023 17:20;23/03/2023;17:20;Thursday;23/03/2023 18:13;Malicious Mischief;Open or Active;Park;Lone Mountain/USF;37.77435883162946;-122.4427548666196
23/03/2023 17:20;23/03/2023;17:20;Thursday;23/03/2023 18:13;Assault;Open or Active;Park;Lone Mountain/USF;37.77435883162946;-122.4427548666196
23/03/2023 18:40;23/03/2023;18:40;Thursday;23/03/2023 18:55;Robbery;Cite or Arrest Adult;Park;Lone Mountain/USF;37.782116602343244;-122.45009230346619
